2.960742, 2.555273, 2.574512, 2.632617, 2.705566, 2.593066, 2.604590, 3.355957, 2.407520, 2.435156, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
2.773877, 2.528418, 3.095801, 2.584082, 2.611279, 2.731152, 2.629248, 2.511230, 2.870996, 2.584082, 2.554541, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
2.727197, 2.529224, 2.539185, 2.558862, 2.574048, 2.646045, 2.795142, 2.675903, 2.509155, 2.716626, 2.981543, 2.540820, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
2.761572, 2.568445, 2.623535, 2.856580, 2.631665, 2.600647, 2.802405, 2.686523, 2.654846, 2.618311, 2.948865, 3.112720, 2.532434, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
2.817560, 2.622583, 2.563336, 2.616931, 2.696796, 2.825153, 2.742859, 2.825629, 3.082037, 6.787842, 6.701221, 2.998755, 2.887213, 2.622321, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
2.817404, 2.634927, 2.577655, 2.580170, 2.714590, 2.944531, 3.147983, 2.790811, 3.131058, 6.989819, 9.784711, 6.922495, 3.088840, 2.931058, 2.624167, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
3.019325, 2.631230, 2.637929, 2.655714, 3.314467, 3.562837, 3.708083, 3.526378, 3.909634, 7.252831, 12.336620, 11.063293, 7.230466, 3.125536, 2.869377, 2.851834, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
2.880085, 2.596278, 2.754298, 2.803383, 3.823835, 4.400797, 4.343215, 4.133305, 4.129748, 5.305848, 11.411257, 10.305452, 8.839164, 8.764487, 3.296339, 3.580996, 3.085559, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
2.814431, 2.638094, 2.647219, 2.739664, 3.720275, 5.279039, 5.690912, 5.504445, 4.345930, 4.920068, 10.550480, 13.268550, 12.966997, 11.194789, 8.837611, 3.296998, 2.901272, 2.630439, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
2.729300, 2.636798, 3.167951, 3.329349, 4.569951, 5.665567, 4.693910, 4.060416, 4.332243, 5.050281, 10.917187, 13.850505, 14.813008, 12.629229, 11.019997, 8.898177, 3.301233, 2.890079, 2.683905, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
2.910448, 2.688862, 2.615058, 2.761392, 3.822115, 4.358683, 4.996026, 4.232011, 4.435020, 6.415235, 10.896292, 15.528010, 16.973685, 13.742355, 12.434313, 11.809711, 11.197299, 3.705219, 3.162733, 3.641457, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
2.831921, 2.775427, 3.453356, 3.499151, 4.413676, 4.584977, 4.915969, 4.790285, 5.150861, 6.671732, 12.519737, 12.670316, 12.685402, 12.550636, 12.886146, 12.627738, 12.416703, 12.089442, 3.267447, 3.356132, 2.629280, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 
2.781217, 2.715673, 2.921064, 3.761319, 6.032595, 9.915810, 10.413998, 5.258925, 5.325124, 6.859931, 12.758792, 13.257437, 13.944197, 15.137126, 14.610070, 14.427016, 14.015891, 13.822412, 13.557863, 3.531323, 2.982899, 2.636342, 0.000000, 0.000000, 0.000000, 0.000000, 
2.756984, 2.704720, 2.999675, 3.915291, 6.786474, 11.424580, 12.662166, 12.154445, 12.817190, 13.854016, 17.357652, 18.809859, 15.470798, 15.629893, 15.451008, 15.701257, 15.638293, 15.855338, 16.184006, 10.366222, 3.310854, 2.942858, 2.652483, 0.000000, 0.000000, 0.000000, 
2.755246, 2.712662, 2.944215, 3.906998, 6.960160, 11.838556, 13.072990, 12.728705, 13.020242, 14.076738, 17.505601, 18.449366, 17.111302, 18.684778, 18.017009, 16.996974, 16.123396, 16.102273, 16.217895, 15.713209, 10.411507, 3.486854, 3.019341, 2.617023, 0.000000, 0.000000, 
2.754367, 2.661999, 2.868954, 3.919737, 6.933813, 11.774546, 12.769017, 12.750554, 12.919242, 13.564161, 17.968224, 20.373399, 21.126357, 24.687969, 23.761880, 26.887146, 25.250730, 24.445104, 26.847390, 26.844876, 16.661426, 14.013164, 3.303166, 2.943594, 2.591873, 0.000000, 
2.745095, 2.674891, 2.906876, 3.875885, 6.967502, 11.921929, 12.862036, 12.624302, 13.521021, 13.978508, 18.210223, 21.403269, 22.788486, 27.176195, 28.075619, 33.402510, 32.415827, 31.863661, 32.819281, 34.854786, 27.355628, 20.861344, 13.148497, 3.282334, 2.913965, 2.737918, 
